EmployeeID,FirstName,LastName,Department,HireDate,Salary,Status
2268,Gerald,Shaw,Sales,2017-03-16,52207,Active
2269,John,Hubbard,Marketing,2023-06-20,105774,Active
2270,Samuel,Morgan,Engineering,2022-12-19,72972,Active
2271,Scott,Mendez,Engineering,2021-05-20,50799,Terminated
2272,Alexandra,Cox,Operations,2015-12-28,111088,Active
2273,Erik,Graham,Finance,2021-06-02,68916,Active
2274,Nathan,Crawford,Finance,2019-06-06,110463,Terminated
2275,Justin,Boone,IT,2022-05-19,133500,Active
2276,Riley,Cobb,Legal,2020-11-16,116700,Active
2277,Matthew,Pittman,HR,2020-03-05,77158,Active
2278,Carla,Herrera,IT,2015-07-16,124607,Terminated
2279,Kristina,Mitchell,Marketing,2024-05-15,111696,Active
2280,Deborah,Williams,Sales,2019-09-07,101510,On Leave
2281,Cameron,Davies,Engineering,2018-03-06,98692,Active
2282,Cody,Morales,IT,2020-02-16,101744,Active
2283,Erika,Perez,HR,2021-03-17,55810,On Leave
2284,Justin,Newton,HR,2022-03-26,45126,Active
2285,Jennifer,Davis,IT,2015-06-08,70009,Active
2286,Diane,Richard,Operations,2022-09-27,139120,Active
2287,Rebecca,Davis,Engineering,2020-08-29,130932,Active
2288,Morgan,Rogers,Operations,2020-03-14,40192,Active
2289,Mathew,Jones,Sales,2015-09-29,76413,Active
2290,Brandi,Solis,HR,2017-01-13,52816,Active
2291,Donald,Alvarez,HR,2021-03-19,79082,Active
2292,Michael,Clark,Marketing,2015-10-05,105048,Active
2293,Tammy,Flynn,Sales,2024-03-05,90940,On Leave
2294,Holly,Pearson,HR,2021-11-16,72130,Active
2295,Philip,Turner,Sales,2019-05-14,80142,Active
2296,Brooke,Brock,Engineering,2018-02-12,76468,Active
2297,Sharon,Reynolds,Finance,2016-07-26,70698,Active
2298,Kyle,Fernandez,HR,2024-03-28,50655,Active
2299,Nicholas,Gonzalez,Marketing,2016-09-29,87897,Active
2300,Latasha,Morales,Engineering,2017-04-13,70075,Terminated
2301,Lisa,Weber,IT,2017-08-06,49359,On Leave
2302,Elizabeth,Chavez,Sales,2023-07-14,142197,Active
2303,Maria,Hines,IT,2022-06-21,145115,Terminated
2304,Joanne,White,Operations,2019-10-23,82056,Active
2305,Gina,Smith,Engineering,2021-01-05,91831,Active
2306,Alicia,Warner,IT,2022-12-06,99191,Terminated
2307,Debbie,Huffman,Legal,2019-04-16,73272,Active
2308,Rodney,Ray,Legal,2024-01-17,148117,Active
2309,Michael,Lewis,HR,2024-10-26,54671,Active
2310,Michael,Hayden,Sales,2022-12-08,67048,Active
2311,Henry,Harmon,Finance,2015-10-30,116274,Active
2312,Jason,Mcdonald,Engineering,2016-06-09,65963,Active
2313,Stacey,Giles,HR,2020-09-10,83954,On Leave
2314,Tom,Patel,Marketing,2021-06-24,112309,Active
2315,Jeremy,Mendez,Operations,2015-10-15,142120,Active
2316,Devin,Hammond,Sales,2017-08-19,135430,Active
2317,Chris,Hamilton,Engineering,2016-11-09,40717,Active
2318,Megan,Knight,Legal,2021-08-20,51676,Active
2319,Craig,Sims,Engineering,2023-11-10,44434,Active
2320,Kelli,Boyd,Finance,2016-06-23,89810,Terminated
2321,Mary,Diaz,Legal,2020-11-18,143361,Terminated
2322,Nicole,Hernandez,Finance,2020-04-10,134636,Active
2323,Benjamin,Hernandez,Marketing,2022-04-29,44994,Terminated
2324,Matthew,Jennings,Operations,2021-12-15,44234,Active
2325,Katie,Evans,Marketing,2015-07-09,109300,Active
2326,David,Graham,HR,2018-04-07,83949,Active
2327,Nicholas,Flores,HR,2019-07-05,77405,Active
2328,Francis,Greer,Marketing,2016-06-26,74872,Active
2329,Marie,Brown,Operations,2022-07-06,82215,Active
2330,Kellie,Harris,Marketing,2017-02-12,63185,Active
2331,Lisa,Gutierrez,Operations,2018-05-25,83442,On Leave
2332,Gabriel,Colon,Operations,2024-11-06,91759,Active
2333,Samuel,Lucas,IT,2019-07-30,81153,Active
2334,Robert,Scott,Legal,2020-04-18,117535,Active
2335,Erica,Burke,Sales,2023-11-19,142023,Active
2336,John,Sullivan,Operations,2024-04-23,42581,Active
2337,Sean,Wilson,Finance,2019-04-14,91717,Active
2338,Justin,Lee,Operations,2015-12-20,42763,Active
2339,Kaitlyn,Sanchez,Operations,2021-07-03,132910,Active
2340,Shane,Wilcox,Operations,2024-11-21,95480,Active
2341,Amanda,Marshall,IT,2023-03-08,78759,Active
2342,Kyle,Castro,Legal,2018-10-19,116067,Active
2343,Lindsey,Graham,IT,2022-07-28,65307,Active
2344,Taylor,Lucas,HR,2019-10-24,136371,Active
2345,Mary,Johnson,IT,2018-04-18,51064,Active
2346,Micheal,Moore,Finance,2019-11-06,116848,Active
2347,Stacey,Taylor,Finance,2023-09-02,77548,Active
2348,Tracey,Green,IT,2015-12-01,76945,Active
2349,Steven,Lara,Legal,2021-12-02,87937,Active
2350,Juan,Hopkins,Marketing,2018-03-22,46476,Active
2351,Patrick,Thompson,Sales,2019-12-26,91756,Active
2352,Allison,Phelps,Legal,2019-10-11,130101,Terminated
2353,Tammy,Stuart,IT,2015-03-23,42382,Terminated
2354,Lisa,Tucker,Operations,2022-01-24,89683,Active
2355,Laurie,Smith,Engineering,2018-08-30,127999,Active
2356,Devon,Heath,Sales,2015-06-16,85276,Active
2357,John,Miller,Sales,2022-03-09,73402,On Leave
2358,Danielle,Guzman,Finance,2017-05-06,131881,On Leave
2359,Morgan,Camacho,Sales,2019-10-24,66946,Active
2360,Angela,Lester,IT,2019-09-06,119698,Active
2361,Curtis,Russell,Operations,2023-01-02,113933,Active
2362,Meghan,Cox,Operations,2020-07-19,62335,Active
2363,Melissa,Sandoval,HR,2016-10-15,85095,Active
2364,Justin,Davis,Operations,2018-11-26,119930,Active
2365,Kathryn,Hahn,Legal,2018-12-18,67197,Terminated
2366,Joshua,Ramsey,Operations,2015-06-12,62010,Active
2367,Rebecca,Taylor,Finance,2020-08-29,64123,Active
2368,Dylan,Rodriguez,Operations,2018-11-24,127923,Terminated
2369,Samuel,Navarro,HR,2016-03-21,42890,Terminated
2370,Stacey,Fitzpatrick,Engineering,2020-01-13,133305,Active
2371,Jeffrey,Boyd,IT,2022-12-22,149162,Active
2372,Shannon,Calderon,Finance,2022-04-18,48026,Active
2373,Michael,Herring,Legal,2020-09-23,104925,Active
2374,Anthony,Huynh,Engineering,2024-05-07,108842,On Leave
2375,Brian,King,Finance,2021-10-03,73665,Terminated
2376,Wayne,Wilkerson,Marketing,2023-03-25,49277,Active
2377,Joe,Young,Sales,2024-08-16,82239,Active
2378,Virginia,Martinez,Marketing,2015-05-09,87664,Active
2379,Nicholas,Roman,Operations,2020-12-21,88008,Terminated
2380,Anthony,Murphy,Engineering,2020-12-06,54683,Active
2381,Sarah,Silva,Operations,2020-07-29,40670,Active
2382,Mary,Price,Sales,2021-01-11,129211,Active
2383,Debra,Goodman,Finance,2022-09-12,57889,Active
2384,Lacey,Young,Sales,2017-09-20,95612,Active
2385,Devin,Henderson,HR,2022-12-30,84535,Active
2386,Justin,Thomas,Sales,2023-08-17,118542,Terminated
2387,Maria,Thompson,HR,2018-09-20,94319,Terminated
2388,Heather,Booker,Sales,2024-03-11,132067,Active
2389,Dominic,Gonzales,IT,2018-01-11,61639,Active
2390,Janice,King,HR,2021-10-09,104712,Active
2391,Shane,Lawrence,Engineering,2019-06-27,56633,Active
2392,Adam,Henry,Operations,2021-12-28,74660,Active
2393,Christian,Brooks,Legal,2015-09-08,108975,Terminated
2394,Jonathan,Fry,Operations,2024-11-09,72172,Active
2395,Mary,Stewart,Marketing,2016-06-22,99197,Active
2396,Ana,Coleman,Operations,2023-06-01,141158,Terminated
2397,Jessica,Vega,Finance,2024-09-07,98847,On Leave
2398,Allison,Richmond,IT,2021-01-04,51577,Active
2399,Daniel,Suarez,Sales,2016-07-20,117299,Active
2400,Keith,Giles,Marketing,2018-09-01,60176,Active
2401,Kevin,Cox,Finance,2024-02-23,84386,Active
2402,Brandon,Baldwin,Finance,2021-06-02,103972,Active
2403,Robert,Underwood,HR,2020-04-23,129791,Active
2404,Laura,Smith,Operations,2020-02-07,81003,On Leave
2405,Stephen,Rasmussen,Engineering,2020-07-02,59996,Active
2406,Daniel,Obrien,Legal,2022-10-26,140922,Active
2407,Rebecca,Skinner,Engineering,2023-02-02,126598,Active
2408,Candice,Bates,Marketing,2015-08-22,75931,Active
2409,Allen,Everett,IT,2017-10-15,75710,Terminated
2410,Zachary,Vazquez,Engineering,2025-02-01,74693,Active
2411,John,Mccormick,Sales,2017-12-22,75740,Active
2412,Douglas,Allen,Engineering,2021-02-12,117241,Active
2413,Ruben,Tran,Marketing,2024-09-30,148944,Active
2414,Christina,Parker,Legal,2022-06-24,133583,Active
2415,John,Mullen,Engineering,2022-03-16,116502,Active
2416,Robert,Cox,Sales,2015-07-15,57374,Active
2417,Elizabeth,Burnett,HR,2019-12-20,116674,Active
2418,Christopher,Martinez,IT,2024-08-08,121471,Active
2419,Theresa,Camacho,Marketing,2023-06-27,85913,Terminated
2420,Carlos,Mathews,HR,2019-02-17,106025,Terminated
2421,Alicia,Price,HR,2021-07-09,84516,Active
2422,William,Browning,HR,2024-04-13,127796,Active
2423,Vanessa,Long,Finance,2017-05-18,66069,Active
2424,Angela,Spence,IT,2021-07-29,96233,Active
2425,Peter,Scott,Legal,2017-03-28,124811,Active
2426,Theodore,Davis,Operations,2016-10-14,99049,Terminated
2427,Cynthia,Carson,IT,2021-11-14,141820,Terminated
2428,Tina,Young,Finance,2018-11-07,79178,Active
2429,Jon,Clark,Operations,2018-09-25,72821,Active
2430,Allen,Zamora,IT,2017-01-07,91727,Terminated
2431,Kristina,Moon,HR,2024-11-05,100935,Active
2432,Michael,Welch,Marketing,2020-01-22,56999,Active
2433,Jessica,Suarez,Operations,2018-03-05,102522,Active
2434,Courtney,Wang,Sales,2017-11-04,78712,Active
2435,Kelsey,Sullivan,Sales,2021-12-17,104551,Active
2436,Jill,Johnson,Engineering,2024-06-30,80172,Active
2437,Marvin,Delacruz,Operations,2022-02-01,73722,Active
2438,Bradley,Morrow,Marketing,2021-02-15,50625,Active
2439,Amy,Shepard,Legal,2018-11-04,107165,Active
2440,Lisa,Ruiz,Finance,2022-04-02,116509,Active
2441,Gregory,Gutierrez,HR,2019-11-18,46859,Active
2442,Kimberly,Randall,Engineering,2020-07-27,81609,Active
2443,Steven,Love,Sales,2021-04-25,83307,Terminated
2444,Heather,Mcdowell,Finance,2016-12-07,141582,Active
2445,Crystal,Wilkins,Finance,2020-07-17,61839,Active
2446,Lisa,Holloway,HR,2023-09-07,67216,On Leave
2447,Bryan,Hale,Legal,2024-04-01,92953,Active
2448,Kimberly,Hunter,Legal,2024-03-12,124481,Active
2449,Stephen,Bell,Operations,2021-10-22,100593,Active
2450,Kelly,Guzman,Sales,2018-12-19,112075,Active
2451,Bradley,Li,Legal,2022-01-04,89522,Active
2452,James,Rojas,Marketing,2023-07-22,139161,Terminated
2453,Bobby,Chavez,Legal,2023-01-11,44886,Active
2454,Sarah,Johnson,Finance,2020-01-03,47485,Active
2455,Zachary,Williams,HR,2022-10-13,71455,Terminated
2456,Veronica,May,Marketing,2017-10-22,56767,Active
2457,Amy,Mccoy,Operations,2018-02-27,68453,Active
2458,Jon,Gibbs,Sales,2021-12-10,116280,Active
2459,Karen,Taylor,Operations,2020-01-17,142638,Active
2460,James,Morales,Finance,2015-03-12,93442,Active
2461,Michael,Fuller,Marketing,2024-03-13,91877,Active
2462,Kimberly,Edwards,Marketing,2020-10-26,52226,Active
2463,Michelle,Miller,Marketing,2023-01-12,133405,Active
2464,Martin,Moore,Finance,2018-01-25,62588,Active
2465,David,Black,Finance,2016-10-22,118976,Active
2466,Micheal,Booker,Operations,2021-08-29,71709,Active
2467,Pamela,Rivas,Engineering,2025-01-02,87788,Active
2468,Julia,Hines,Operations,2022-04-01,128031,Active
2469,Patricia,Bradford,Sales,2022-04-03,77019,Terminated
2470,Paul,Jennings,HR,2022-02-12,84948,Active
2471,Terri,Sparks,Marketing,2018-05-08,105133,Active
2472,Tyler,Flores,Engineering,2015-08-19,106458,Active
2473,Tyler,Mendoza,HR,2018-12-14,67526,Active
2474,Sandra,Moss,Engineering,2017-06-30,113493,Active
2475,April,Green,Legal,2023-09-13,92198,Active
2476,Laurie,Mcdaniel,Legal,2016-07-04,139534,Terminated
2477,Jessica,Serrano,IT,2024-11-04,83395,Active
2478,Christian,Marsh,Legal,2022-02-03,64031,Active
2479,Carrie,Gonzalez,Operations,2015-07-11,115542,Active
2480,Lynn,Perry,Legal,2020-08-31,77701,Active
2481,Amy,White,Finance,2019-05-23,65939,Active
2482,Manuel,Walter,Marketing,2017-12-20,89145,Active
2483,Christopher,Duffy,Operations,2024-10-27,60324,Terminated
2484,Donna,Wilkerson,HR,2023-03-02,62867,Active
2485,Kirk,Walker,IT,2016-09-07,40203,Active
2486,Carrie,Vaughan,IT,2021-06-08,56544,Active
2487,Ronald,Leblanc,IT,2015-07-11,55899,Active
2488,Hannah,Holland,HR,2021-10-05,69063,Active
2489,Michael,Sims,HR,2024-07-12,130880,Active
2490,Bobby,Meadows,HR,2023-11-02,43748,Active
2491,Molly,Mccann,HR,2018-06-03,145022,Active
2492,Michael,Gonzalez,IT,2017-11-18,106629,Active
2493,Whitney,Haynes,IT,2022-12-04,120764,Active
2494,Joshua,Jackson,Engineering,2021-06-01,60884,On Leave
2495,Tina,Morales,Operations,2019-03-18,65183,Active
2496,Stacy,Patterson,Marketing,2018-02-12,121570,Active
2497,Charles,Green,Legal,2023-03-03,111246,On Leave
2498,Dana,Davis,Legal,2018-07-15,148036,Active
2499,Michael,Richardson,Finance,2020-08-17,59259,Active
2500,Laurie,Valentine,IT,2017-05-24,75959,Active
2501,Erin,Wilson,Finance,2020-02-14,73457,Active
2502,Stephanie,Higgins,Operations,2016-03-28,125679,Active
2503,Douglas,Graham,Operations,2015-08-30,42103,Active
2504,Cathy,Mora,Finance,2018-08-29,105901,Active
2505,Kimberly,Chavez,IT,2024-12-18,84535,Active
2506,Austin,Nunez,Finance,2022-12-25,56103,Active
2507,Carlos,Wilson,Legal,2022-12-13,138046,Active
2508,Kimberly,Reeves,Engineering,2019-04-22,130012,Active
2509,Michael,Lee,Legal,2022-09-07,118278,Active
2510,Patrick,Atkins,Sales,2019-04-03,52391,Active
2511,Ashley,Casey,IT,2018-02-23,142476,Active
2512,Cassie,Roberts,IT,2022-12-27,68901,Active
2513,Erika,Snyder,Marketing,2023-08-25,137537,Active
2514,Stacy,Anderson,HR,2017-01-10,121159,Active
2515,Nathan,Gates,Sales,2020-10-09,107914,Active
2516,Kathryn,Greene,Operations,2017-11-05,90357,Active
2517,Audrey,Carney,IT,2019-04-21,126908,Terminated
2518,Alyssa,Campbell,Finance,2023-01-01,78437,Active
2519,Raymond,Byrd,Sales,2016-04-28,75503,Active
2520,Debra,Barnes,Marketing,2015-04-03,136282,Active
2521,John,Ortiz,Operations,2015-09-08,133459,Active
2522,Daniel,Thomas,HR,2022-01-18,115403,Active
2523,Jill,Roberts,HR,2023-12-24,81258,Active
2524,Victor,Green,Marketing,2023-02-19,73724,Active
2525,Paul,Williamson,Marketing,2021-09-10,104286,Terminated
2526,Anna,Solomon,Finance,2016-05-02,114842,Active
2527,Jose,Wood,IT,2022-03-26,144927,Active
2528,Jorge,Sutton,HR,2019-07-24,54908,Active
2529,Sean,Ellis,Operations,2024-04-11,132617,Terminated
2530,Wendy,Smith,Sales,2017-03-12,90626,Active
2531,Justin,Anderson,Operations,2024-03-23,77228,Active
2532,Sabrina,Morris,Engineering,2015-07-17,63386,Terminated
2533,Travis,Steele,Engineering,2022-08-06,86754,Active
2534,David,Mcdaniel,Marketing,2023-04-26,68302,Active
2535,Melissa,Reeves,Finance,2016-02-26,100815,Active
2536,Shannon,Erickson,Engineering,2020-02-14,124748,Active
2537,Rachel,Fitzgerald,HR,2021-11-30,103344,Active
2538,Sean,Scott,Operations,2015-10-25,75618,Active
2539,Christopher,Davis,Operations,2021-04-26,116234,Active
2540,Evelyn,Brown,Marketing,2021-12-06,101114,Active
2541,Megan,Cook,IT,2023-11-03,110130,Active
2542,Luis,Young,IT,2022-08-16,65525,Active
2543,Michael,Odonnell,Sales,2022-06-06,119818,Active
2544,Calvin,Barajas,Marketing,2017-03-31,54334,Active
2545,Amber,Crosby,Legal,2016-11-24,134715,Active
2546,Patricia,Coffey,Sales,2017-08-15,102767,Active
2547,Melissa,George,Legal,2019-08-09,46644,Active
2548,Jennifer,Goodman,IT,2024-12-31,141154,Active
2549,Sara,Williams,Marketing,2017-01-14,72933,Active
2550,Dana,King,Legal,2018-01-04,83469,Terminated
2551,Laura,Harvey,Marketing,2021-05-16,73687,Active
2552,William,Turner,Marketing,2022-02-28,146609,Active
2553,David,Foster,IT,2020-12-01,92656,Active
2554,James,Wood,Sales,2017-07-21,57375,Active
2555,Dominic,Donaldson,Sales,2019-04-10,105206,Active
2556,Kristy,Hansen,Marketing,2023-05-07,136462,Active
2557,Anthony,Carpenter,Engineering,2018-09-17,76607,On Leave
2558,Angela,Green,Finance,2019-08-21,123178,Active
2559,Miguel,Gordon,IT,2016-10-15,63993,Active
2560,Linda,Conrad,Finance,2020-10-01,84386,Active
2561,Andrea,Humphrey,Finance,2016-05-25,86287,Active
2562,Cheryl,Anderson,Sales,2022-12-07,126724,On Leave
2563,Christopher,Stewart,Sales,2023-07-02,138132,Active
2564,Kyle,Moreno,Engineering,2019-04-20,133308,Active
2565,Yvonne,Thomas,Finance,2019-07-24,136393,Active
2566,Jennifer,Wilson,Finance,2020-12-17,116312,Active
2567,Alicia,Williams,Marketing,2020-02-28,138371,Active
2568,Kayla,Anderson,Sales,2022-09-14,115324,Active
2569,Madeline,Savage,Finance,2020-10-05,111196,Active
2570,Charles,Davenport,Operations,2022-10-19,110014,Active
2571,Teresa,Adkins,Engineering,2019-07-11,48210,Active
2572,Dawn,Howe,Legal,2024-10-20,50922,Active
2573,Shannon,Campbell,Operations,2019-10-27,76289,Active
2574,Erin,Mcdowell,Operations,2015-09-30,73340,Active
2575,Melvin,Austin,Legal,2017-07-09,79850,Active
2576,Natalie,Juarez,IT,2017-08-27,96984,Active
2577,Kimberly,Baker,IT,2024-01-06,143699,Active
2578,Danielle,Edwards,Engineering,2020-01-17,124178,Active
2579,Hunter,Stafford,Operations,2015-07-31,51094,Terminated
2580,Tammy,Stewart,Finance,2018-11-24,127959,Active
2581,Ryan,Vang,Sales,2021-06-12,73418,Active
2582,Renee,Gallagher,Engineering,2024-09-21,45741,Active
2583,Brian,Hernandez,Marketing,2021-04-22,112374,Active
2584,David,Farrell,Legal,2020-02-03,108798,Active
2585,Eric,Sandoval,Operations,2020-05-09,110532,Terminated
2586,Fred,Yates,Engineering,2017-10-30,62164,Active
2587,Marcus,Brown,HR,2024-10-17,75595,Terminated
2588,Jenna,Hernandez,HR,2020-04-27,70257,Active
2589,Michael,Hall,IT,2023-03-23,54211,Active
2590,Shelley,Johnson,Legal,2022-08-15,135989,Active
2591,Patty,Green,Sales,2020-02-26,45232,Active
2592,Meghan,Mccarthy,Finance,2017-10-06,107753,Active
2593,John,Graham,Sales,2017-04-28,92691,Terminated
2594,Cynthia,Carney,Sales,2017-08-18,129765,Terminated
2595,Andrea,Ho,Sales,2020-02-10,119768,Terminated
2596,David,Williams,Legal,2021-09-03,65613,Active
2597,Kevin,Kelly,Sales,2019-07-07,54026,Active
2598,Amanda,Fletcher,Marketing,2019-01-06,93535,Active
2599,Wayne,Washington,Legal,2015-08-13,134090,Active
2600,Gary,Vasquez,Marketing,2018-09-27,70908,Active
2601,Shelly,Singleton,Legal,2025-01-22,92113,Active
2602,Eric,Camacho,IT,2020-04-16,59610,Active
2603,Donna,Martinez,Engineering,2017-08-29,86646,Active
2604,Jennifer,Davis,HR,2025-01-28,145141,Active
2605,Cassie,Oneill,Sales,2015-05-05,103185,Active
2606,Megan,White,IT,2019-07-20,112567,Active
2607,Anne,Jackson,Engineering,2021-05-01,87574,Active
2608,Marcia,Hicks,HR,2023-10-16,131051,Active
2609,Anthony,Nelson,Operations,2023-12-06,142020,Active
2610,Brandon,Macdonald,Finance,2022-01-15,76182,Active
2611,Darlene,Willis,Marketing,2023-04-02,40570,Active
2612,Barbara,Silva,Operations,2018-01-13,137790,Active
2613,Debra,Bonilla,Legal,2020-12-28,59288,Active
2614,Katie,Fox,HR,2017-10-15,118824,Active
2615,Robert,Duncan,Operations,2025-02-15,69877,Active
2616,Danielle,Butler,Finance,2023-08-30,124425,Active
2617,Tyler,Jones,IT,2020-06-25,40917,Active
2618,Courtney,Tate,HR,2024-01-15,115602,Active
2619,Keith,Rhodes,Operations,2021-07-04,135040,Active
2620,Sue,Clay,Marketing,2021-07-26,104575,Active
2621,Timothy,Johnson,Marketing,2023-05-24,112518,Active
2622,Linda,Maldonado,Engineering,2018-01-05,79104,Active
2623,Gail,Becker,Operations,2024-01-27,58062,Active
2624,Kenneth,Long,Sales,2023-05-04,56999,Active
2625,Charles,Garza,Operations,2018-02-13,101845,Active
2626,Brian,Bean,IT,2023-05-16,49941,Terminated
2627,Scott,Hood,HR,2021-08-07,101169,Active
2628,Todd,Hernandez,HR,2015-05-19,63470,Active
2629,James,Miller,IT,2016-03-28,99821,Active
2630,Catherine,Rivas,Operations,2020-12-17,126669,Active
2631,Larry,Keller,IT,2018-12-18,84435,Active
2632,Jennifer,Gibson,Finance,2020-05-25,44529,Active
2633,Jessica,Moses,Legal,2018-08-25,123055,Active
2634,Michelle,Wheeler,IT,2018-12-14,52192,Terminated
2635,Theresa,Smith,Marketing,2017-09-09,114102,Active
2636,David,Booker,IT,2019-11-15,112762,Active
2637,Mitchell,Douglas,HR,2017-03-04,143466,On Leave
2638,Anna,Tapia,Marketing,2018-06-27,126795,Active
2639,Luis,Nguyen,HR,2021-03-15,74087,Active
2640,Steven,Dennis,Engineering,2023-08-16,106677,Active
2641,Joseph,Navarro,Sales,2022-12-14,44627,Active
2642,John,Bernard,HR,2024-10-28,96541,Active
2643,Colin,Carroll,Marketing,2015-05-06,108226,Terminated
2644,Kelly,Lewis,Engineering,2024-01-20,145627,Active
2645,Patrick,Williams,HR,2019-01-09,43255,Active
2646,Christina,Schneider,Finance,2018-08-01,97433,Terminated
2647,John,Morris,IT,2021-04-28,45213,Active
2648,Michelle,Brown,Sales,2015-09-12,142412,Active
2649,Erik,Jones,HR,2021-12-01,59404,Active
2650,Mark,Crane,Engineering,2016-10-26,65380,Terminated
2651,Becky,James,Finance,2020-09-28,131056,Active
2652,Larry,Ross,Operations,2023-10-08,59173,Active
2653,Kathryn,Thompson,Engineering,2016-04-12,93027,Active
2654,Tyrone,Hanna,IT,2019-10-03,63989,Active
2655,Xavier,Glenn,Engineering,2024-07-19,148106,Terminated
2656,Victor,Davis,Finance,2024-03-26,64519,Active
2657,Kyle,Phelps,Engineering,2024-04-14,62439,Active
2658,Andrew,Martin,Finance,2016-06-27,116949,Terminated
2659,Sierra,Chan,HR,2016-02-02,54995,Active
2660,William,Mitchell,Legal,2022-09-26,63559,Active
2661,Tammy,Goodwin,Finance,2024-10-11,129049,Active
2662,Jason,Valdez,Finance,2024-01-13,45021,Active
2663,Michael,Martinez,Sales,2019-05-10,138000,Active
2664,Brent,Henry,Finance,2019-04-20,61119,Terminated
2665,Troy,Reynolds,Finance,2019-06-30,91539,Active
2666,Nicole,Drake,Operations,2018-03-31,134835,Active
2667,Destiny,Collins,Legal,2019-04-22,79350,Active
2668,Thomas,Cohen,HR,2019-01-08,86223,Active
2669,Amanda,Anderson,IT,2022-11-23,65517,Active
2670,Melanie,Wade,Sales,2018-02-26,118653,Active
2671,Ryan,Collier,Operations,2015-10-27,62250,Terminated
2672,Nicole,Hunt,Marketing,2019-08-29,124486,Active
2673,Jessica,Burns,Legal,2024-07-11,122895,Active
2674,Kathryn,Mcclure,HR,2019-11-10,129132,Active
2675,Michael,Alvarez,HR,2016-09-09,131066,Terminated
2676,Richard,Hart,Marketing,2018-05-15,106798,Active
2677,Ashley,Henderson,IT,2016-03-21,94199,Active
2678,James,Avila,Finance,2017-05-23,99546,Active
2679,Angela,Shepherd,Operations,2024-01-11,145686,Terminated
2680,Charles,Austin,Engineering,2020-04-15,128151,Active
2681,William,Hamilton,Sales,2016-03-04,43327,Active
2682,Kathy,Simmons,Engineering,2018-09-02,69768,Active
2683,Joshua,Williams,Marketing,2019-01-04,104418,Active
2684,Veronica,Peterson,HR,2019-04-15,134386,Active
2685,Erin,Ford,IT,2025-02-06,82788,Active
2686,David,Walker,HR,2025-01-09,122384,Active
2687,Theresa,Parks,Sales,2023-04-04,86830,On Leave
2688,Phillip,Moore,HR,2023-01-13,92446,Terminated
2689,Laura,Simpson,HR,2016-10-22,145078,Active
2690,Matthew,Soto,Sales,2024-04-09,55160,Active
2691,Sheila,Warren,Operations,2016-01-03,96583,Active
2692,Kari,Roberts,Operations,2020-07-24,73998,Active
2693,James,Kim,Sales,2016-05-18,67230,Active
2694,William,Solomon,IT,2018-06-24,49076,Active
2695,Vincent,Woods,Marketing,2023-04-11,109341,Active
2696,Brandon,Hernandez,Legal,2017-02-12,71085,Active
2697,Derrick,Anderson,HR,2022-08-27,95571,Active
2698,Mason,Leach,IT,2016-07-22,54715,Active
2699,Thomas,Skinner,HR,2023-03-27,45750,Active
2700,Stephen,Mills,Legal,2018-06-30,118768,Active
2701,Catherine,Phillips,Marketing,2016-11-01,75903,Terminated
2702,Zachary,Williams,Operations,2024-05-13,112489,Active
2703,Mark,Jones,IT,2018-10-17,72093,Active
2704,Christie,Williams,Finance,2023-06-05,131036,Active
2705,Francisco,Rodriguez,Finance,2020-03-28,127954,Active
2706,Vicki,Coleman,Legal,2024-10-27,74314,Terminated
2707,Jodi,Davis,Finance,2015-04-20,88225,Active
2708,Kevin,Guerrero,Operations,2025-01-12,127985,Active
2709,Matthew,Carroll,Legal,2022-06-13,123014,Active
2710,Maria,King,Operations,2017-01-12,75179,Active
2711,Amanda,Scott,Marketing,2022-09-01,65338,On Leave
2712,Jeanne,Miller,HR,2018-06-14,132435,Active
2713,Kevin,Gordon,Marketing,2022-11-25,109681,Active
2714,Lisa,Wilson,Marketing,2015-02-23,72101,Active
2715,Micheal,Stanley,Operations,2019-06-03,42775,Active
2716,Emily,White,Legal,2022-01-24,137183,Active
2717,Tina,White,Legal,2019-09-29,85619,Active
2718,Brandy,Long,Finance,2023-07-08,85838,Active
2719,Laura,Miller,Engineering,2018-02-20,59539,Active
2720,Jessica,Mcdowell,HR,2020-09-23,142274,Terminated
2721,Hailey,Evans,Operations,2023-10-08,97124,Active
2722,Anthony,Matthews,Finance,2023-05-11,105149,Active
2723,Thomas,Gibson,IT,2023-11-20,66616,Active
2724,Tammy,Santiago,Engineering,2019-12-19,119655,Active
2725,Krista,Hanson,Engineering,2020-03-26,130695,Active
2726,Kimberly,Baker,Operations,2019-08-19,94567,Active
2727,Becky,Levy,Sales,2024-03-10,77099,Active
2728,Jennifer,Savage,HR,2019-05-17,115831,Active
2729,Brandy,Lopez,Engineering,2020-12-09,140246,Active
2730,George,Lopez,Operations,2019-10-27,101799,Active
2731,Cristina,Burgess,Operations,2024-09-07,130221,Active
2732,Christine,Munoz,Finance,2023-09-11,65479,Active
2733,Maureen,Savage,IT,2020-05-22,86172,Terminated
2734,Dylan,Rodriguez,Sales,2022-08-16,139165,Terminated
2735,Erin,Ferguson,HR,2017-01-12,95863,Active
2736,Anthony,Smith,Legal,2018-03-28,82043,Active
2737,Stacy,Wilson,Marketing,2023-06-07,122569,Active
2738,Daniel,Jackson,IT,2015-04-01,142438,Active
2739,Andrew,Woods,IT,2020-07-26,55408,Terminated
2740,Lee,Holt,Finance,2023-10-22,97980,Active
